num_arb;id_map_info;type_espace;site;code_site;annee_plant;annee_plant_estimee;zone_boisee;genre;espece;sous_espece;variete;cultivar;allergene;diametre;hauteur_totale;hauteur_moy_fut;forme_actuelle;arbre_remarquable;espace_boise_classe
2949;3912;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;29;11-15 m;< 5,5 m;Libre(port naturel);;
2950;3913;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;47;16-20 m  ;< 5,5 m;Libre(port naturel);;
2951;3914;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;64;16-20 m  ;< 5,5 m;Libre(port naturel);;
2952;3915;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;65;16-20 m  ;< 5,5 m;Libre(port naturel);;
2953;3916;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;49;16-20 m  ;< 5,5 m;Libre(port naturel);;
2954;3917;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;50;16-20 m  ;< 5,5 m;Libre(port naturel);;
2956;3919;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;59;16-20 m  ;< 5,5 m;Libre(port naturel);;
2957;3920;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;46;16-20 m  ;< 5,5 m;Libre(port naturel);;
2958;3921;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;64;16-20 m  ;> 5,5 m;Libre(port naturel);;
2959;3922;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;52;16-20 m  ;> 5,5 m;Libre(port naturel);;
2960;3923;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;44;16-20 m  ;> 5,5 m;Libre(port naturel);;
2961;3924;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;53;16-20 m  ;> 5,5 m;Libre(port naturel);;
2962;3925;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;45;16-20 m  ;> 5,5 m;Libre(port naturel);;
2963;3926;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;55;16-20 m  ;> 5,5 m;Libre(port naturel);;
2964;3927;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;rubra;;;;0;77;16-20 m  ;> 5,5 m;Libre(port naturel);;
2965;3928;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;rubra;;;;0;66;16-20 m  ;> 5,5 m;Libre(port naturel);;
2967;3930;Accompagnement des voies;ABEL DURAND;329;;0;;Liriodendron;tulipifera;;;;0;45;16-20 m  ;< 5,5 m;Libre(port naturel);;
2968;3931;Accompagnement des voies;ABEL DURAND;329;;0;;Liriodendron;tulipifera;;;;0;46;16-20 m  ;< 5,5 m;Libre(port naturel);;
2969;3932;Accompagnement des voies;ABEL DURAND;329;;0;;Liquidambar;styraciflua;;;;0;50;16-20 m  ;> 5,5 m;Libre(port naturel);;
2970;3933;Accompagnement des voies;ABEL DURAND;329;;0;;Betula;pendula;;;;0;33;11-15 m;< 5,5 m;Pseudo libre : arbustif;;
2971;3934;Accompagnement des voies;ABEL DURAND;329;;0;;Betula;pendula;;;;0;14;6-10 m;< 5,5 m;Libre(port naturel);;
2972;3935;Accompagnement des voies;ABEL DURAND;329;;0;;Parrotia;persica;;;;0;14;0-5 m;< 5,5 m;Libre(port naturel);;
2973;3936;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;61;16-20 m  ;> 5,5 m;Libre(port naturel);;
2974;3937;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;56;16-20 m  ;> 5,5 m;Libre(port naturel);;
2975;3938;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;50;16-20 m  ;> 5,5 m;Libre(port naturel);;
2976;3939;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;43;16-20 m  ;> 5,5 m;Libre(port naturel);;
2978;3941;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;51;16-20 m  ;> 5,5 m;Libre(port naturel);;
2979;3942;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;69;16-20 m  ;> 5,5 m;Libre(port naturel);;
2980;3943;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;64;16-20 m  ;> 5,5 m;Libre(port naturel);;
2981;3944;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;55;16-20 m  ;> 5,5 m;Libre(port naturel);;
2982;3945;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;65;16-20 m  ;> 5,5 m;Libre(port naturel);;
2985;3948;Accompagnement des voies;ABEL DURAND;329;;0;;Pinus;nigra;austriaca;;;0;55;16-20 m  ;< 5,5 m;Libre(port naturel);;
2986;20683;Accompagnement des voies;ABEL DURAND;329;;0;;Pinus;nigra;austriaca;;;0;55;16-20 m  ;< 5,5 m;Libre(port naturel);;
2987;20684;Accompagnement des voies;ABEL DURAND;329;;0;;Pinus;nigra;austriaca;;;0;59;16-20 m  ;< 5,5 m;Libre(port naturel);;
2988;20685;Accompagnement des voies;ABEL DURAND;329;;0;;Pinus;nigra;austriaca;;;0;51;16-20 m  ;< 5,5 m;Libre(port naturel);;
2989;20686;Accompagnement des voies;ABEL DURAND;329;;0;;Pinus;nigra;austriaca;;;0;38;16-20 m  ;< 5,5 m;Libre(port naturel);;
2990;20687;Accompagnement des voies;ABEL DURAND;329;;0;;Pinus;nigra;austriaca;;;0;35;16-20 m  ;< 5,5 m;Libre(port naturel);;
2991;20688;Accompagnement des voies;ABEL DURAND;329;;0;;Pinus;nigra;austriaca;;;0;49;16-20 m  ;< 5,5 m;Libre(port naturel);;
2992;20689;Accompagnement des voies;ABEL DURAND;329;;0;;Pinus;nigra;austriaca;;;0;55;16-20 m  ;< 5,5 m;Libre(port naturel);;
2993;20690;Accompagnement des voies;ABEL DURAND;329;;0;;Pinus;nigra;austriaca;;;0;47;16-20 m  ;< 5,5 m;Libre(port naturel);;
2994;20691;Accompagnement des voies;ABEL DURAND;329;;0;;Pinus;nigra;austriaca;;;0;45;16-20 m  ;< 5,5 m;Libre(port naturel);;
2995;20682;Accompagnement des voies;ABEL DURAND;329;;0;;Quercus;palustris;;;;1;41;16-20 m  ;> 5,5 m;Libre(port naturel);;
2996;4276;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;14;6-10 m;> 5,5 m;Libre(port naturel);;
2997;4277;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;18;6-10 m;> 5,5 m;Libre(port naturel);;
2998;4278;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;11;6-10 m;> 5,5 m;Libre(port naturel);;
2999;4279;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;10;6-10 m;> 5,5 m;Libre(port naturel);;
3000;4280;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;12;6-10 m;> 5,5 m;Libre(port naturel);;
3001;4281;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;12;6-10 m;> 5,5 m;Libre(port naturel);;
3002;4282;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;13;6-10 m;> 5,5 m;Libre(port naturel);;
3003;4283;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;13;6-10 m;> 5,5 m;Libre(port naturel);;
3004;4284;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;14;6-10 m;> 5,5 m;Libre(port naturel);;
3005;4285;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;14;6-10 m;> 5,5 m;Libre(port naturel);;
3006;4286;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;14;6-10 m;> 5,5 m;Libre(port naturel);;
3007;4287;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;14;6-10 m;> 5,5 m;Libre(port naturel);;
3008;4288;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;12;6-10 m;> 5,5 m;Libre(port naturel);;
3009;4289;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;12;6-10 m;< 5,5 m;Libre(port naturel);;
3010;4290;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;29;11-15 m;> 5,5 m;Libre(port naturel);;
3011;4291;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;27;11-15 m;> 5,5 m;Libre(port naturel);;
3012;4292;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;29;11-15 m;> 5,5 m;Libre(port naturel);;
3013;4293;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;29;11-15 m;> 5,5 m;Libre(port naturel);;
3014;4294;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;29;11-15 m;> 5,5 m;Libre(port naturel);;
3015;4295;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;24;11-15 m;> 5,5 m;Libre(port naturel);;
3016;4296;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;25;11-15 m;> 5,5 m;Libre(port naturel);;
3017;4297;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;22;11-15 m;> 5,5 m;Libre(port naturel);;
3018;4298;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;20;11-15 m;< 5,5 m;Libre(port naturel);;
3019;4299;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;28;11-15 m;> 5,5 m;Libre(port naturel);;
3020;4300;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;25;11-15 m;> 5,5 m;Libre(port naturel);;
3021;4301;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;19;6-10 m;< 5,5 m;Libre(port naturel);;
3022;4302;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;34;11-15 m;> 5,5 m;Libre(port naturel);;
3023;4303;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;28;11-15 m;> 5,5 m;Libre(port naturel);;
3024;4304;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;24;11-15 m;> 5,5 m;Libre(port naturel);;
3025;4305;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;17;6-10 m;< 5,5 m;Libre(port naturel);;
3026;4306;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;;0;46;11-15 m;> 5,5 m;Libre(port naturel);;
3027;4307;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;17;6-10 m;< 5,5 m;Libre(port naturel);;
3028;4308;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;30;11-15 m;< 5,5 m;Libre(port naturel);;
3029;4309;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;38;11-15 m;> 5,5 m;Libre(port naturel);;
3030;4310;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;29;11-15 m;> 5,5 m;Libre(port naturel);;
3031;4311;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;;0;35;11-15 m;> 5,5 m;Libre(port naturel);;
3033;4313;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;29;11-15 m;> 5,5 m;Libre(port naturel);;
3034;4314;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;32;11-15 m;> 5,5 m;Libre(port naturel);;
3040;4320;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;33;11-15 m;> 5,5 m;Libre(port naturel);;
3041;4321;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;32;11-15 m;> 5,5 m;Libre(port naturel);;
3042;4322;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;28;11-15 m;> 5,5 m;Libre(port naturel);;
3043;4323;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;36;11-15 m;> 5,5 m;Libre(port naturel);;
3044;4324;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;37;11-15 m;> 5,5 m;Libre(port naturel);;
3045;4325;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;21;6-10 m;< 5,5 m;Libre(port naturel);;
3046;4326;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;31;11-15 m;< 5,5 m;Libre(port naturel);;
3047;4327;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;28;11-15 m;< 5,5 m;Libre(port naturel);;
3048;4328;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;31;11-15 m;> 5,5 m;Libre(port naturel);;
3050;4330;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;25;11-15 m;> 5,5 m;Libre(port naturel);;
3051;4331;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;21;11-15 m;> 5,5 m;Libre(port naturel);;
3052;4332;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;25;11-15 m;> 5,5 m;Libre(port naturel);;
3053;4333;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;29;11-15 m;> 5,5 m;Libre(port naturel);;
3054;4334;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;25;11-15 m;> 5,5 m;Libre(port naturel);;
3055;4335;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;26;11-15 m;> 5,5 m;Libre(port naturel);;
3056;4336;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;24;11-15 m;> 5,5 m;Libre(port naturel);;
3057;4337;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;18;11-15 m;> 5,5 m;Libre(port naturel);;
3058;4338;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;28;11-15 m;> 5,5 m;Libre(port naturel);;
3059;4339;Accompagnement des voies;TERTRE;1031;20030101000000;0;;Liquidambar;styraciflua;;;Lane Roberts;0;11;6-10 m;< 5,5 m;Libre(port naturel);;
3060;4340;Accompagnement des voies;TERTRE;1031;20030101000000;0;;Liquidambar;styraciflua;;;Lane Roberts;0;11;6-10 m;< 5,5 m;Libre(port naturel);;
3061;4341;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;42;11-15 m;> 5,5 m;Libre(port naturel);;
3062;4342;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;32;11-15 m;< 5,5 m;Libre(port naturel);;
3063;4343;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;20;6-10 m;< 5,5 m;Libre(port naturel);;
3064;4344;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;31;11-15 m;< 5,5 m;Libre(port naturel);;
3065;4345;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;27;6-10 m;< 5,5 m;Libre(port naturel);;
3066;4346;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;24;11-15 m;< 5,5 m;Libre(port naturel);;
3067;4347;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;25;11-15 m;< 5,5 m;Libre(port naturel);;
3068;4348;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;28;11-15 m;< 5,5 m;Libre(port naturel);;
3069;4349;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;17;6-10 m;< 5,5 m;Libre(port naturel);;
3070;4350;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;32;11-15 m;> 5,5 m;Libre(port naturel);;
3071;4351;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;29;11-15 m;> 5,5 m;Libre(port naturel);;
3072;4352;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;41;11-15 m;> 5,5 m;Libre(port naturel);;
3073;4353;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;29;11-15 m;> 5,5 m;Libre(port naturel);;
3074;4354;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;31;11-15 m;> 5,5 m;Libre(port naturel);;
3075;4355;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;41;11-15 m;> 5,5 m;Libre(port naturel);;
3076;4356;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;19;6-10 m;< 5,5 m;Libre(port naturel);;
3077;4357;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;39;11-15 m;> 5,5 m;Libre(port naturel);;
3078;4358;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;40;11-15 m;> 5,5 m;Libre(port naturel);;
3079;4359;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;23;11-15 m;> 5,5 m;Libre(port naturel);;
3080;4360;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;34;11-15 m;> 5,5 m;Libre(port naturel);;
3081;4361;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;29;11-15 m;> 5,5 m;Libre(port naturel);;
3082;4362;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;44;11-15 m;> 5,5 m;Libre(port naturel);;
3083;4363;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;40;11-15 m;> 5,5 m;Libre(port naturel);;
3084;4364;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;41;11-15 m;> 5,5 m;Libre(port naturel);;
3085;4365;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;43;11-15 m;> 5,5 m;Libre(port naturel);;
3086;4366;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;39;11-15 m;> 5,5 m;Libre(port naturel);;
3087;4367;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;40;11-15 m;> 5,5 m;Libre(port naturel);;
3088;4368;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;33;11-15 m;> 5,5 m;Libre(port naturel);;
3089;4369;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;29;6-10 m;< 5,5 m;Libre(port naturel);;
3090;4370;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;43;11-15 m;> 5,5 m;Libre(port naturel);;
3091;4371;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;53;11-15 m;> 5,5 m;Libre(port naturel);;
3092;4372;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;45;11-15 m;> 5,5 m;Libre(port naturel);;
3093;4373;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;32;11-15 m;> 5,5 m;Libre(port naturel);;
3094;4374;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;41;11-15 m;> 5,5 m;Libre(port naturel);;
3095;4375;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;26;6-10 m;< 5,5 m;Libre(port naturel);;
3096;4376;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;36;11-15 m;> 5,5 m;Libre(port naturel);;
3097;4377;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;43;11-15 m;> 5,5 m;Libre(port naturel);;
3098;4378;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;33;11-15 m;> 5,5 m;Libre(port naturel);;
3099;4379;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;33;11-15 m;> 5,5 m;Libre(port naturel);;
3100;4380;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;38;11-15 m;> 5,5 m;Libre(port naturel);;
3101;4381;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;21;11-15 m;> 5,5 m;Libre(port naturel);;
3102;4382;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;23;6-10 m;> 5,5 m;Libre(port naturel);;
3103;4383;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;18;6-10 m;> 5,5 m;Libre(port naturel);;
3104;4384;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;10;6-10 m;< 5,5 m;Libre(port naturel);;
3105;4385;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;10;6-10 m;< 5,5 m;Libre(port naturel);;
3106;4386;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;35;11-15 m;> 5,5 m;Libre(port naturel);;
3107;4387;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;29;11-15 m;> 5,5 m;Libre(port naturel);;
3108;4388;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;12;6-10 m;< 5,5 m;Libre(port naturel);;
3109;4389;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;31;11-15 m;> 5,5 m;Libre(port naturel);;
3110;4390;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;31;11-15 m;> 5,5 m;Libre(port naturel);;
3111;4391;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;27;11-15 m;> 5,5 m;Libre(port naturel);;
3112;4392;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;31;11-15 m;> 5,5 m;Libre(port naturel);;
3113;4393;Accompagnement des voies;TERTRE;1031;;0;;Liquidambar;styraciflua;;;Lane Roberts;0;31;11-15 m;> 5,5 m;Libre(port naturel);;
3114;3949;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;58;16-20 m  ;> 5,5 m;Libre(port naturel);;
3115;3950;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;49;16-20 m  ;> 5,5 m;Libre(port naturel);;
3116;3951;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;43;16-20 m  ;> 5,5 m;Libre(port naturel);;
3117;3952;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;39;16-20 m  ;> 5,5 m;Libre(port naturel);;
3118;3953;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;43;16-20 m  ;> 5,5 m;Libre(port naturel);;
3119;3954;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;39;16-20 m  ;> 5,5 m;Libre(port naturel);;
3120;3955;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;43;16-20 m  ;> 5,5 m;Libre(port naturel);;
3121;3956;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;45;16-20 m  ;> 5,5 m;Libre(port naturel);;
3122;3957;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;32;16-20 m  ;> 5,5 m;Libre(port naturel);;
3123;3958;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;52;16-20 m  ;> 5,5 m;Libre(port naturel);;
3124;3959;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;42;16-20 m  ;> 5,5 m;Libre(port naturel);;
3125;3960;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;46;16-20 m  ;> 5,5 m;Libre(port naturel);;
3126;3961;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;34;16-20 m  ;> 5,5 m;Libre(port naturel);;
3127;3962;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;33;16-20 m  ;> 5,5 m;Libre(port naturel);;
3128;3963;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;25;11-15 m;> 5,5 m;Libre(port naturel);;
3129;3964;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;41;16-20 m  ;> 5,5 m;Libre(port naturel);;
3130;3965;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;33;11-15 m;> 5,5 m;Libre(port naturel);;
3131;3966;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;32;16-20 m  ;> 5,5 m;Libre(port naturel);;
3132;3967;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;40;11-15 m;> 5,5 m;Libre(port naturel);;
3133;3968;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;47;16-20 m  ;> 5,5 m;Libre(port naturel);;
3134;3969;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;48;11-15 m;> 5,5 m;Libre(port naturel);;
3136;3971;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;52;16-20 m  ;> 5,5 m;Libre(port naturel);;
3137;3972;Accompagnement des voies;JEAN INGRES;852;;0;;Quercus;palustris;;;;1;58;16-20 m  ;> 5,5 m;Libre(port naturel);;
